RestaurantName,ZipCode,InspectionDate,Score,Address,FacilityID,ProcessDescription
183 Grill Austin Gyros,78729,01/28/2016,95,"13729 N US 183 HWY NB Unit 890
AUSTIN, TX 78729
",11368998,Routine Inspection
183 Grill Austin Gyros,78729,04/10/2017,95,"13729 N US 183 HWY NB Unit 890
AUSTIN, TX 78729
",11368998,Routine Inspection
183 Grill Austin Gyros,78729,08/08/2016,95,"13729 N US 183 HWY NB Unit 890
AUSTIN, TX 78729
",11368998,Routine Inspection
183 Grill Austin Gyros,78729,10/09/2017,96,"13729 N US 183 HWY NB Unit 890
AUSTIN, TX 78729
",11368998,Routine Inspection
6M Grocery,78652,04/27/2015,93,"805 W FM 1626 RD
AUSTIN, TX 78652
",2803436,Routine Inspection
6M Grocery,78652,05/02/2016,88,"805 W FM 1626 RD
AUSTIN, TX 78652
",2803436,Routine Inspection
6M Grocery,78652,05/25/2017,86,"805 W FM 1626 RD
AUSTIN, TX 78652
",2803436,Routine Inspection
6M Grocery,78652,10/21/2015,87,"805 W FM 1626 RD
AUSTIN, TX 78652
",2803436,Routine Inspection
6M Grocery,78652,10/24/2016,85,"805 W FM 1626 RD
AUSTIN, TX 78652
",2803436,Routine Inspection
6M Grocery,78652,11/20/2017,92,"805 W FM 1626 RD
AUSTIN, TX 78652
",2803436,Routine Inspection
7 Eleven # 32248,78717,01/17/2018,94,"14016 N FM 620 RD SB
AUSTIN, TX 78717
",10886896,Routine Inspection
7 Eleven # 32248,78717,02/08/2016,80,"14016 N FM 620 RD SB
AUSTIN, TX 78717
",10886896,Routine Inspection
7 Eleven # 32248,78717,07/08/2016,95,"14016 N FM 620 RD SB
AUSTIN, TX 78717
",10886896,Routine Inspection
7 Eleven # 32248,78717,07/17/2017,92,"14016 N FM 620 RD SB
AUSTIN, TX 78717
",10886896,Routine Inspection
7 Eleven # 32248,78717,08/12/2015,93,"14016 N FM 620 RD SB
AUSTIN, TX 78717
",10886896,Routine Inspection
7 Eleven # 32248,78717,12/15/2016,90,"14016 N FM 620 RD SB
AUSTIN, TX 78717
",10886896,Routine Inspection
7 Eleven #36575,78660,01/23/2017,96,"15829 N IH 35 SVRD NB
AUSTIN, TX 78660
",10874330,Routine Inspection
7 Eleven #36575,78660,01/25/2016,92,"15829 N IH 35 SVRD NB
AUSTIN, TX 78660
",10874330,Routine Inspection
7 Eleven #36575,78660,03/05/2015,86,"15829 N IH 35 SVRD NB
AUSTIN, TX 78660
",10874330,Routine Inspection
7 Eleven #36575,78660,07/11/2017,88,"15829 N IH 35 SVRD NB
AUSTIN, TX 78660
",10874330,Routine Inspection
7 Eleven #36575,78660,07/27/2015,97,"15829 N IH 35 SVRD NB
AUSTIN, TX 78660
",10874330,Routine Inspection
7 Eleven #36575,78660,07/28/2016,77,"15829 N IH 35 SVRD NB
AUSTIN, TX 78660
",10874330,Routine Inspection
7 Eleven #36575,78660,12/27/2017,99,"15829 N IH 35 SVRD NB
AUSTIN, TX 78660
",10874330,Routine Inspection
7-Eleven #36562H,78744,01/09/2018,91,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,02/03/2017,88,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,03/16/2016,74,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,03/25/2015,72,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,07/18/2017,80,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,08/16/2016,80,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,10/26/2015,78,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven 36559H,78734,01/30/2017,74,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,01/30/2018,90,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,02/02/2016,75,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,04/17/2015,85,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,07/22/2016,93,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,08/25/2015,86,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,08/28/2017,71,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,02/01/2018,91,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,05/25/2016,89,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,06/15/2017,87,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,07/01/2015,89,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,11/24/2015,91,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,12/09/2016,93,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store #36597A,78749,03/07/2017,96,"5445 W US 290 HWY EB
AUSTIN, TX 78749
",11087909,Routine Inspection
7-Eleven Convenience Store #36597A,78749,03/29/2016,99,"5445 W US 290 HWY EB
AUSTIN, TX 78749
",11087909,Routine Inspection
7-Eleven Convenience Store #36597A,78749,04/03/2015,94,"5445 W US 290 HWY EB
AUSTIN, TX 78749
",11087909,Routine Inspection
7-Eleven Convenience Store #36597A,78749,09/16/2016,91,"5445 W US 290 HWY EB
AUSTIN, TX 78749
",11087909,Routine Inspection
7-Eleven Convenience Store #36597A,78749,10/01/2015,93,"5445 W US 290 HWY EB
AUSTIN, TX 78749
",11087909,Routine Inspection
7-Eleven Convenience Store #36597A,78749,11/13/2017,90,"5445 W US 290 HWY EB
AUSTIN, TX 78749
",11087909,Routine Inspection
827 Ray's Kitchen + Cellar,78734,01/22/2018,89,"3519 N FM 620 RD
AUSTIN, TX 78734
",11523857,Routine Inspection
827 Ray's Kitchen + Cellar,78734,01/27/2017,83,"3519 N FM 620 RD
AUSTIN, TX 78734
",11523857,Routine Inspection
827 Ray's Kitchen + Cellar,78734,08/15/2017,89,"3519 N FM 620 RD
AUSTIN, TX 78734
",11523857,Routine Inspection
A+A Sichuan China,78750,01/18/2017,77,"13376 N US 183 HWY SB Unit 100
AUSTIN, TX 78750
",11426430,Routine Inspection
A+A Sichuan China,78750,06/29/2016,78,"13376 N US 183 HWY SB Unit 100
AUSTIN, TX 78750
",11426430,Routine Inspection
A+A Sichuan China,78750,07/12/2017,71,"13376 N US 183 HWY SB Unit 100
AUSTIN, TX 78750
",11426430,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,01/18/2017,94,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,02/26/2015,100,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,03/03/2016,97,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,06/28/2017,96,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,08/10/2016,96,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,08/20/2015,100,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,11/30/2017,90,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
Abilene FE-FE LLC,78717,06/01/2017,82,"13945 N US 183 HWY NB Bunit 122
AUSTIN, TX 78717
",11574426,Routine Inspection
Abilene FE-FE LLC,78717,12/20/2017,89,"13945 N US 183 HWY NB Bunit 122
AUSTIN, TX 78717
",11574426,Routine Inspection
Accent Food Services,78750,03/03/2017,99,"12940 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",11566539,Routine Inspection
Accent Food Services,78752,04/17/2017,98,"6101 HIGHLAND CAMPUS DR
AUSTIN, TX 78752
",11313967,Routine Inspection
Accent Food Services,78752,04/25/2016,100,"6101 HIGHLAND CAMPUS DR
AUSTIN, TX 78752
",11313967,Routine Inspection
Accent Food Services,78728,05/05/2017,100,"2800 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",11566518,Routine Inspection
Accent Food Services,78750,08/03/2017,98,"12940 N US 183 HWY SVRD SB
AUSTIN, TX 78750
",11566539,Routine Inspection
Accent Food Services,78752,10/04/2016,97,"6101 HIGHLAND CAMPUS DR
AUSTIN, TX 78752
",11313967,Routine Inspection
Accent Food Services,78752,10/25/2017,94,"6101 HIGHLAND CAMPUS DR
AUSTIN, TX 78752
",11313967,Routine Inspection
Accent Food Services,78728,12/14/2017,100,"2800 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",11566518,Routine Inspection
Alamo Drafthouse Cinema,78613,04/15/2015,92,"14028 N US 183 HWY SVRD SB Bldg F
AUSTIN, TX 78613
",10978489,Routine Inspection
Alamo Drafthouse Cinema,78613,05/10/2016,84,"14028 N US 183 HWY SVRD SB Bldg F
AUSTIN, TX 78613
",10978489,Routine Inspection
Alamo Drafthouse Cinema,78613,06/21/2017,97,"14028 N US 183 HWY SVRD SB Bldg F
AUSTIN, TX 78613
",10978489,Routine Inspection
Alamo Drafthouse Cinema,78613,10/22/2015,92,"14028 N US 183 HWY SVRD SB Bldg F
AUSTIN, TX 78613
",10978489,Routine Inspection
Alamo Drafthouse Cinema,78613,12/12/2016,94,"14028 N US 183 HWY SVRD SB Bldg F
AUSTIN, TX 78613
",10978489,Routine Inspection
Almarah Mediterranean Cuisine,78750,01/06/2016,97,"12129 N FM 620 RD Bunit 450
AUSTIN, TX 78750
",11359418,Routine Inspection
Almarah Mediterranean Cuisine,78750,01/26/2017,85,"12129 N FM 620 RD Bunit 450
AUSTIN, TX 78750
",11359418,Routine Inspection
Almarah Mediterranean Cuisine,78750,07/08/2016,86,"12129 N FM 620 RD Bunit 450
AUSTIN, TX 78750
",11359418,Routine Inspection
Almarah Mediterranean Cuisine,78750,07/19/2017,96,"12129 N FM 620 RD Bunit 450
AUSTIN, TX 78750
",11359418,Routine Inspection
Aloft Austin Northwest,78613,07/20/2017,93,"14020 N US 183 HWY SVRD SB
AUSTIN, TX 78613
",11641982,Routine Inspection
"Amy's Ice Creams, Inc",78729,04/25/2017,86,"13265 N US 183 HWY NB Unit C
AUSTIN, TX 78729
",11008921,Routine Inspection
"Amy's Ice Creams, Inc",78729,05/02/2016,95,"13265 N US 183 HWY NB Unit C
AUSTIN, TX 78729
",11008921,Routine Inspection
"Amy's Ice Creams, Inc",78729,06/08/2015,84,"13265 N US 183 HWY NB Unit C
AUSTIN, TX 78729
",11008921,Routine Inspection
"Amy's Ice Creams, Inc",78729,09/26/2016,97,"13265 N US 183 HWY NB Unit C
AUSTIN, TX 78729
",11008921,Routine Inspection
"Amy's Ice Creams, Inc",78729,10/26/2017,94,"13265 N US 183 HWY NB Unit C
AUSTIN, TX 78729
",11008921,Routine Inspection
"Amy's Ice Creams, Inc",78729,11/12/2015,93,"13265 N US 183 HWY NB Unit C
AUSTIN, TX 78729
",11008921,Routine Inspection
"Angel Donuts & Treats, LLC",78726,05/19/2016,91,"8300 N FM 620 RD Bunit 200
AUSTIN, TX 78726
",10790411,Routine Inspection
"Angel Donuts & Treats, LLC",78726,06/01/2017,92,"8300 N FM 620 RD Bunit 200
AUSTIN, TX 78726
",10790411,Routine Inspection
"Angel Donuts & Treats, LLC",78726,06/02/2015,90,"8300 N FM 620 RD Bunit 200
AUSTIN, TX 78726
",10790411,Routine Inspection
"Angel Donuts & Treats, LLC",78726,10/31/2016,89,"8300 N FM 620 RD Bunit 200
AUSTIN, TX 78726
",10790411,Routine Inspection
"Angel Donuts & Treats, LLC",78726,11/20/2015,92,"8300 N FM 620 RD Bunit 200
AUSTIN, TX 78726
",10790411,Routine Inspection
"Angel Donuts & Treats, LLC",78726,12/14/2017,94,"8300 N FM 620 RD Bunit 200
AUSTIN, TX 78726
",10790411,Routine Inspection
Applebee's,78735,06/01/2015,94,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,06/02/2016,94,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,07/19/2017,94,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,11/24/2015,94,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,12/28/2016,83,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applied Materials,78754,02/11/2016,92,"9700 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",10527315,Routine Inspection
Applied Materials,78754,06/10/2015,87,"9700 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",10527315,Routine Inspection
Applied Materials,78754,08/02/2017,90,"9700 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",10527315,Routine Inspection
Applied Materials,78754,11/16/2016,84,"9700 E US 290 HWY SVRD WB
AUSTIN, TX 78754
",10527315,Routine Inspection
Ashley's Playhouse,78729,01/07/2016,97,"13343 N US 183 HWY NB Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Ashley's Playhouse,78729,06/16/2016,97,"13343 N US 183 HWY NB Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Ashley's Playhouse,78729,06/16/2017,100,"13343 N US 183 HWY NB Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Ashley's Playhouse,78729,07/17/2015,100,"13343 N US 183 HWY NB Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Ashley's Playhouse,78729,10/27/2016,94,"13343 N US 183 HWY NB Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Ashley's Playhouse,78729,12/14/2017,100,"13343 N US 183 HWY NB Unit 200
AUSTIN, TX 78729
",11078207,Routine Inspection
Asian Beverage Corp.,78660,01/23/2018,98,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,02/10/2017,96,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,05/05/2015,100,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,07/14/2017,99,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,07/27/2016,99,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,11/05/2015,99,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Austex Shell,78750,03/11/2015,92,"13296 N US 183 HWY SB
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,05/25/2016,98,"13296 N US 183 HWY SB
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,05/31/2017,91,"13296 N US 183 HWY SB
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,07/07/2015,96,"13296 N US 183 HWY SB
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,11/04/2016,92,"13296 N US 183 HWY SB
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,11/22/2017,100,"13296 N US 183 HWY SB
AUSTIN, TX 78750
",10103836,Routine Inspection
Austex Shell,78750,12/18/2015,98,"13296 N US 183 HWY SB
AUSTIN, TX 78750
",10103836,Routine Inspection
Austin Gourmet Popcorn,78729,03/17/2017,98,"13343 N US 183 HWY NB Unit 250
AUSTIN, TX 78729
",11423650,Routine Inspection
Austin Gourmet Popcorn,78729,04/13/2016,97,"13343 N US 183 HWY NB Unit 250
AUSTIN, TX 78729
",11423650,Routine Inspection
Austin Gourmet Popcorn,78729,09/07/2016,98,"13343 N US 183 HWY NB Unit 250
AUSTIN, TX 78729
",11423650,Routine Inspection
Austin Gourmet Popcorn,78729,09/14/2017,97,"13343 N US 183 HWY NB Unit 250
AUSTIN, TX 78729
",11423650,Routine Inspection
Austin's Park n Pizza,78660,04/27/2015,82,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,06/02/2016,86,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,09/10/2015,90,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,09/27/2017,88,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,12/28/2016,91,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Pizza,78660,04/07/2016,98,"15424 FM 1825 RD Bunit 230
AUSTIN, TX 78660
",10220410,Routine Inspection
Austin's Pizza,78660,04/23/2015,94,"15424 FM 1825 RD Bunit 230
AUSTIN, TX 78660
",10220410,Routine Inspection
Austin's Pizza,78660,09/16/2015,93,"15424 FM 1825 RD Bunit 230
AUSTIN, TX 78660
",10220410,Routine Inspection
BC - Baguette et Chocolat,78738,03/12/2015,100,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,04/12/2016,89,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,06/13/2017,97,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,09/23/2015,97,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,10/20/2016,99,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,01/12/2016,100,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,04/27/2017,100,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,05/29/2015,93,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,08/25/2016,94,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,11/22/2017,100,"3600 S FM 620 RD Bldg C
BEE CAVE, TX 78738
",10260547,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,01/27/2017,99,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,05/20/2015,94,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,06/27/2016,98,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,07/31/2017,100,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,11/16/2015,96,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Lake Hills Church,78738,03/16/2015,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,03/28/2017,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,04/22/2016,94,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,09/27/2016,97,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,09/27/2017,84,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,09/29/2015,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Learn and Laugh Preschool,78738,01/27/2017,95,"11715 FM 2244 RD
BEE CAVE, TX 78738
",11276316,Routine Inspection
BC - Learn and Laugh Preschool,78738,06/27/2016,100,"11715 FM 2244 RD
BEE CAVE, TX 78738
",11276316,Routine Inspection
BC - Learn and Laugh Preschool,78738,08/01/2017,97,"11715 FM 2244 RD
BEE CAVE, TX 78738
",11276316,Routine Inspection
BC - Learn and Laugh Preschool,78738,10/26/2015,100,"11715 FM 2244 RD
BEE CAVE, TX 78738
",11276316,Routine Inspection
BC - Los Pinos Restaurant #2,78738,02/12/2016,90,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,05/22/2017,88,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,08/24/2015,87,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,09/13/2016,89,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,12/27/2017,96,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Moe's Southwest Grill,78738,08/23/2017,100,"4025 S FM 620 RD
BEE CAVE, TX 78738
",11654633,Routine Inspection
BC - Pizza Hut,78738,03/19/2015,96,"3620 S FM 620 RD Unit 160
BEE CAVE, TX 78738
",11216206,Routine Inspection
BC - Pizza Hut,78738,05/09/2016,96,"3620 S FM 620 RD Unit 160
BEE CAVE, TX 78738
",11216206,Routine Inspection
BC - Pizza Hut,78738,06/19/2017,100,"3620 S FM 620 RD Unit 160
BEE CAVE, TX 78738
",11216206,Routine Inspection
BC - Pizza Hut,78738,10/21/2015,100,"3620 S FM 620 RD Unit 160
BEE CAVE, TX 78738
",11216206,Routine Inspection
BC - Pizza Hut,78738,11/10/2016,100,"3620 S FM 620 RD Unit 160
BEE CAVE, TX 78738
",11216206,Routine Inspection
BC - Rocco's Grill,78738,01/25/2016,84,"12432 FM 2244 RD
BEE CAVE, TX 78738
",11336728,Routine Inspection
BC - Rocco's Grill,78738,05/04/2017,81,"12432 FM 2244 RD
BEE CAVE, TX 78738
",11336728,Routine Inspection
BC - Rocco's Grill,78738,08/30/2016,88,"12432 FM 2244 RD
BEE CAVE, TX 78738
",11336728,Routine Inspection
BC - Rocco's Grill,78738,11/28/2017,99,"12432 FM 2244 RD
BEE CAVE, TX 78738
",11336728,Routine Inspection
BC - Salsas Restaurant,78738,01/10/2017,88,"3480 S FM 620 RD
BEE CAVE, TX 78738
",11389510,Routine Inspection
BC - Salsas Restaurant,78738,05/09/2016,83,"3480 S FM 620 RD
BEE CAVE, TX 78738
",11389510,Routine Inspection
BC - Salsas Restaurant,78738,07/11/2017,83,"3480 S FM 620 RD
BEE CAVE, TX 78738
",11389510,Routine Inspection
BC - Schmidt Family Barbecue,78738,01/25/2018,94,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Schmidt Family Barbecue,78738,02/24/2015,96,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Schmidt Family Barbecue,78738,04/08/2016,94,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Schmidt Family Barbecue,78738,06/12/2017,96,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Schmidt Family Barbecue,78738,09/21/2015,96,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Schmidt Family Barbecue,78738,10/25/2016,99,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Shipley Donuts,78738,01/17/2018,100,"3620 S FM 620 RD Unit 100
BEE CAVE, TX 78738
",11610715,Routine Inspection
BC - Shipley Donuts,78738,06/05/2017,95,"3620 S FM 620 RD Unit 100
BEE CAVE, TX 78738
",11610715,Routine Inspection
BC - Subway #15557,78738,01/17/2017,100,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Subway #15557,78738,04/24/2015,97,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Subway #15557,78738,06/03/2016,96,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Subway #15557,78738,07/11/2017,95,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Subway #15557,78738,11/05/2015,99,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Target # 1812 - Pizza Hut,78738,01/19/2018,95,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262029,Routine Inspection
BC - Target # 1812 - Pizza Hut,78738,04/16/2015,100,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262029,Routine Inspection
BC - Target # 1812 - Pizza Hut,78738,05/13/2016,99,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262029,Routine Inspection
BC - Target # 1812 - Pizza Hut,78738,06/09/2017,100,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262029,Routine Inspection
BC - Target # 1812 - Pizza Hut,78738,10/26/2015,100,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262029,Routine Inspection
BC - Target # 1812 - Pizza Hut,78738,11/30/2016,100,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262029,Routine Inspection
BC - Target #1812,78738,01/19/2018,100,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262022,Routine Inspection
BC - Target #1812,78738,04/16/2015,100,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262022,Routine Inspection
BC - Target #1812,78738,05/13/2016,96,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262022,Routine Inspection
BC - Target #1812,78738,06/09/2017,100,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262022,Routine Inspection
BC - Target #1812,78738,10/26/2015,100,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262022,Routine Inspection
BC - Target #1812,78738,11/30/2016,100,"3702 S FM 620 RD
BEE CAVE, TX 78738
",10262022,Routine Inspection
Baked By Amy's,78729,05/02/2016,95,"13265 N US 183 HWY NB Unit B
AUSTIN, TX 78729
",11008922,Routine Inspection
Baked By Amy's,78729,05/11/2017,92,"13265 N US 183 HWY NB Unit B
AUSTIN, TX 78729
",11008922,Routine Inspection
Baked By Amy's,78729,06/12/2015,96,"13265 N US 183 HWY NB Unit B
AUSTIN, TX 78729
",11008922,Routine Inspection
Baked By Amy's,78729,09/26/2016,93,"13265 N US 183 HWY NB Unit B
AUSTIN, TX 78729
",11008922,Routine Inspection
